id,name,hamletId,officialOrder
anambra_ihiala_okija_uhu0b0_na_uhuowelle_uhuowelle_umuogu_umuogu_umu_ile_kporochu_umu_umukporochu,Umu - Umukporochu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_uhuowelle_umuogu_umuogu_umu_ile_kporochu,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_uhuowelle_umuogu_umuogu_awobi_odogwu_awobi_odogwu,Awobi Odogwu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_uhuowelle_umuogu_umuogu_awobi_odogwu,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_ezikeokwunara_iwenwanne,Iwenwanne,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_ezikeokwunara,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_ezikeokwunara_anyanmane,Anyanmane,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_ezikeokwunara,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_ezikeokwunara_ukwamebena,Ukwamebena,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_ezikeokwunara,3
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_ezikeokwunara_umuezenamba,Umuezenamba,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_ezikeokwunara,4
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_umuidinwadiugwu_ezikeonukposi,Ezikeonukposi,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_umuidinwadiugwu,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_umuidinwadiugwu_udodimma,Udodimma,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_umuidinwadiugwu,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_umuidinwadiugwu_ekwuluetiti,Ekwuluetiti,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_umuidinwadiugwu,3
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_umuidinwadiugwu_umuilonwaji,Umuilonwaji,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_umuidinwadiugwu,4
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_umuidinwadiugwu_umuezeokoronkwo,Umuezeokoronkwo,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_umuidinwadiugwu,5
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_ezikegesi_ezikegesi,Ezikegesi,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_ezikegesi,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_ezikeodinaka_umuobiajulu,Umuobiajulu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_ezikeodinaka,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_ezikeodinaka_umuobiajulu,Umuobiajulu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_ezikeodinaka,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_ezikeodinaka_umuobiefuna,Umuobiefuna,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_ezikeodinaka,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_ezikeodinaka_umuobiefuna,Umuobiefuna,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_ezikeodinaka,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_ezikeodinaka_umuanyaoku,Umuanyaoku,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_ezikeodinaka,3
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_ezikeodinaka_umuanyaoku,Umuanyaoku,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_ezikeodinaka,3
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_ezikeodinaka_umuezikeagwo,Umuezikeagwo,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_ezikeodinaka,4
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_ezikeodinaka_umuezikeagwo,Umuezikeagwo,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_ezikeodinaka,4
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_ezikeodinaka_umuezeihedum,Umuezeihedum,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_ezikeodinaka,5
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_ezikeodinaka_umuezeihedum,Umuezeihedum,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_ezikeodinaka,5
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_umuezelimpi_umuonyeche,Umuonyeche,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_umuezelimpi,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_umuezelimpi_umuigiligiaku,Umuigiligiaku,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_umuezelimpi,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_umuezelimpi_umumbajiaku,Umumbajiaku,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_umuezelimpi,3
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_umuezelimpi_umuihebunike,Umuihebunike,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_umuezelimpi,4
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_umuezeahuno_ezike,Ezike,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_umuezeahuno,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_umuezeahuno_anurugo,Anurugo,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_umuezeahuno,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_umuezeuku_umuzobi,Umuzobi,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_umuezeuku,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_umuezeuku_iumuobodoagwu,Iumuobodoagwu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_umuezeuku,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_ezikepaji_akuba,Akuba,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_ezikepaji,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_ezikepaji_okuohia,Okuohia,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_ezikepaji,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim_dim_muogo_ihiesogbo,Ihiesogbo,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim_dim_muogo,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim_dim_muogo_odinaka,Odinaka,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim_dim_muogo,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim_dim_onyebiukwu_umuokoye,Umuokoye,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim_dim_onyebiukwu,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim_dim_onyebiukwu_umumadueke,Umumadueke,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim_dim_onyebiukwu,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim_dim_ikenyerem_umuonukwuru,Umuonukwuru,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim_dim_ikenyerem,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim_dim_chijiuba_umuihekaigbo,Umuihekaigbo,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim_dim_chijiuba,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim_dim_chijiuba_umuokemadu,Umuokemadu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim_dim_chijiuba,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim_dim_ezeutogu_umuobidione,Umuobidione,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim_dim_ezeutogu,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim_dim_ezeutogu_umuchukwube,Umuchukwube,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim_dim_ezeutogu,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umuajuruonwu_umuogunede,Umuogunede,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umuajuruonwu,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umuajuruonwu_umuohanehi,Umuohanehi,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umuajuruonwu,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umuajuruonwu_umuanyamene,Umuanyamene,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umuajuruonwu,3
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umuajuruonwu_umuobimeje,Umuobimeje,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umuajuruonwu,4
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umuezike_okehi_umunnosike,Umunnosike,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umuezike_okehi,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umuezike_okehi_umuezeonu,Umuezeonu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umuezike_okehi,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umuezike_okehi_umuanasiudu,Umuanasiudu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umuezike_okehi,3
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umuohubuike_umuezeribe,Umuezeribe,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umuohubuike,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umuohubuike_umuigboka_enyi,Umuigboka Enyi,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umuohubuike,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umuohubuike_umuonuzuruike,Umuonuzuruike,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umuohubuike,3
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umunnadi_umuewulike,Umuewulike,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umunnadi,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umunnadi_umuorjiakor,Umuorjiakor,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umunnadi,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_umuofor_akoba_umuofor_akoba_umuokpala_umuezeafuru,Umuezeafuru,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_umuofor_akoba_umuofor_akoba_umuokpala,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_umuofor_akoba_umuofor_akoba_umuokpala_umumbaji,Umumbaji,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_umuofor_akoba_umuofor_akoba_umuokpala,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_umuofor_akoba_umuofor_akoba_ezike_ikuegbu_umuezike_owelle,Umuezike Owelle,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_umuofor_akoba_umuofor_akoba_ezike_ikuegbu,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_umuofor_akoba_umuofor_akoba_ezike_ikuegbu_umuezenwa,Umuezenwa,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_umuofor_akoba_umuofor_akoba_ezike_ikuegbu,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_umuofor_akoba_umuofor_akoba_ezike_ikuegbu_umuezennabi,Umuezennabi,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_umuofor_akoba_umuofor_akoba_ezike_ikuegbu,3
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_umuilonwa_umuanasigwe,Umuanasigwe,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_umuilonwa,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_umuilonwau_umuokpori,Umuokpori,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_umuilonwau,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_umuonyebuikwu_umuonyebuikwu,Umuonyebuikwu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_umuonyebuikwu,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_umuidiokwu_umuonwubuara,Umuonwubuara,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_umuidiokwu,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_umuidiokwu_umuazubuike,Umuazubuike,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_umuidiokwu,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_umuezemma_umuobiamaukwu,Umuobiamaukwu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_umuezemma,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_umuezemma_umuonwueme,Umuonwueme,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_umuezemma,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_umuezemma_umummadunatu,Umummadunatu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_umuezemma,3
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_umuezemma_umummadubuiyim,Umummadubuiyim,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_umuezemma,4
anambra_ihiala_okija_ubahua_bu_ubahu_ubahu_ubahu_uduru_umuezedam_ndiezike_ndiezike,Ndiezike,anambra_ihiala_okija_ubahua_bu_ubahu_ubahu_ubahu_uduru_umuezedam_ndiezike,5
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_ndiezike_ndiezike,Ndiezike,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_ndiezike,5
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_umuubakanwa_umuubakanwa,Umuubakanwa,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_umuubakanwa,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_ezewulum_ezewulum_umu_ndiodiri_umu_ndiodiri,Umu Ndiodiri,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_ezewulum_ezewulum_umu_ndiodiri,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_ezewulum_ezewulum_umu_obanagwu_umu_obanagwu,Umu Obanagwu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_ezewulum_ezewulum_umu_obanagwu,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_ezewulum_ezewulum_umueze_aboro_umu_ezikeagu,Umu Ezikeagu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_ezewulum_ezewulum_umueze_aboro,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_ezewulum_ezewulum_umueze_aboro_umu_umerenwa,Umu Umerenwa,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_ezewulum_ezewulum_umueze_aboro,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_ezewulum_ezewulum_umueze_aboro_umueze_okoronkwo,Umueze Okoronkwo,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_ezewulum_ezewulum_umueze_aboro,3
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_ezewulum_ezewulum_umu_ezewinpi_umu_ezewinpi,Umu Ezewinpi,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_ezewulum_ezewulum_umu_ezewinpi,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_ezewulum_ezewulum_umu_nchaaru_umu_nchaaru,Umu Nchaaru,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_ezewulum_ezewulum_umu_nchaaru,1
anambra_idemili_south_nnobi_ebenesi_ifite_ogbeaduji_ihuolile_ezedeke_ezeagu_ebekudike_okonkwo_ayotanze,Okonkwo Ayotanze,anambra_idemili_south_nnobi_ebenesi_ifite_ogbeaduji_ihuolile_ezedeke_ezeagu_ebekudike,1
anambra_idemili_south_nnobi_ebenesi_ifite_ogbeaduji_ihuolile_ezedeke_ezeagu_ebekudike_okoye_onyezuo,Okoye Onyezuo,anambra_idemili_south_nnobi_ebenesi_ifite_ogbeaduji_ihuolile_ezedeke_ezeagu_ebekudike,2
anambra_idemili_south_nnobi_ebenesi_ifite_ogbeaduji_ihuolile_ezedeke_ezeagu_ebekudike_obienu,Obienu,anambra_idemili_south_nnobi_ebenesi_ifite_ogbeaduji_ihuolile_ezedeke_ezeagu_ebekudike,3
